sentence,issues,solutions,prompt,pred_prob,matched_src,revised_sent
I'm wounded!',"too many connectives, too many pronouns",Cut redundant connectives. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""I'm wounded!'""
Suggested fixes: Cut redundant connectives. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99999999,我挂彩啦，我挂彩啦。”,I'm wounded.
"Shi-yin took the object from him and saw that it was a clear, beautiful jade on one side of which were carved the words 'Magic Jade'.","too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Shi-yin took the object from him and saw that it was a clear, beautiful jade on one side of which were carved the words 'Magic Jade'.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,士隐接了看时，原来是块鲜明美玉，上面字迹分明，镌着“通灵宝玉”四字。,"Shi-yin took the object from him and saw that it was a clear, beautiful jade on one side of which were carved the words ""Magic Jade."""
"The clasp was in the front, but I reached around to her back.","too many subordinate clauses, too many connectives",Limit excessive subordination. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""The clasp was in the front, but I reached around to her back.""
Suggested fixes: Limit excessive subordination. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.997484109,扣在前面，我把手伸到后面去了。,"The clasp was in the front, but I reached around to her back."
They didn't return my hunting gun either.,"too many connectives, deeply nested syntax",Cut redundant connectives. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""They didn't return my hunting gun either.""
Suggested fixes: Cut redundant connectives. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999998466,还有我的猎枪，也不肯还我。,They didn't return my gun either.
They returned his greeting and asked him what he wanted.,"too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""They returned his greeting and asked him what he wanted.""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99999069,那僧道也忙答礼相问。,They greeted him and asked what he wanted.
'Excellent!' said the other.,"too long, too many pronouns",Split long sentences once. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'Excellent!' said the other.""
Suggested fixes: Split long sentences once. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99980914,那僧道：“最妙，最妙！”,Excellent! said the other.
"I saw only two people before my trip, one of whom was Chen Qingyang, who hadn't mentioned it; the other one was our team leader, who also hadn't said anything other than telling me to take a good rest at the thermal springs.","deeply nested syntax, too many cohesive markers",Flatten nested clauses. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""I saw only two people before my trip, one of whom was Chen Qingyang, who hadn't mentioned it; the other one was our team leader, who also hadn't said anything other than telling me to take a good rest at the thermal springs.""
Suggested fixes: Flatten nested clauses. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,在我进山之前，总共就见到了两个人，一个是陈清扬，她没有告诉我这件事。 另一个是我们队长，他也没说起这件事，只叫我去温泉养病。,"I saw only two people before my trip, one of whom was Chen Qingyang, who hadn't mentioned it; the other was our team leader, who also hadn't said anything other than telling me to take a good rest at the thermal springs."
"For a long time Jia Rui listened intently, but no one came.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""For a long time Jia Rui listened intently, but no one came.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999213,贾瑞侧耳听着，半日不见人来。,"For a long time, Jia Rui listened intently, but no one came."
"While they interrogated her, I looked out the window—the sky was filled with clouds.","too many cohesive markers, deeply nested syntax",Keep only necessary markers. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""While they interrogated her, I looked out the window—the sky was filled with clouds.""
Suggested fixes: Keep only necessary markers. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,问她时，我往窗外看。 天上有很多云。,"While they interrogated her, I gazed out the window - the sky was filled with clouds."
"She apologized, suggesting that he go back to disco dancing rather than waste his time with her.","too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""She apologized, suggesting that he go back to disco dancing rather than waste his time with her.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999785,她抱歉道，他还是跳迪斯科去吧，别陪她磨洋工了。,"She actively apologized, suggesting he go back to disco dancing rather than waste his time with her."
"Father could still hear them, but a curtain of blue mist obscured the men themselves.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Father could still hear them, but a curtain of blue mist obscured the men themselves.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.998168457,父亲眼前挂着蓝白色的雾幔，挡住了他的视线，只闻队伍脚步声，不见队伍形和影。,"Father could still hear them, but a blue mist obscured the men themselves, active and present."
"He was about to boast, but thought better of it.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""He was about to boast, but thought better of it.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.973535618,想要自称自赞一番，终于忍住。,"He was about to brag, but thought better of it."
"This was indeed a brand-new district that greeted everything with an open heart, quite unlike the downtown area, whose convoluted feelings are more difficult to grasp.","too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""This was indeed a brand-new district that greeted everything with an open heart, quite unlike the downtown area, whose convoluted feelings are more difficult to grasp.""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,这真是新区，是坦荡荡的胸襟，不像市区，怀着曲折衷肠，叫人猜不透。,"This brand-new district embraced everything with an open heart, vastly different from the downtown area, where complex emotions were harder to decipher."
"In fact, from what she observed, damaged goods seemed to have soft hearts, loved to help others and, most of all, hated to disappoint people.","too passive, too long",Prefer active if natural. Split long sentences once.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""In fact, from what she observed, damaged goods seemed to have soft hearts, loved to help others and, most of all, hated to disappoint people.""
Suggested fixes: Prefer active if natural. Split long sentences once.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999905,据她观察，破鞋都很善良，乐于助人，而且最不乐意让人失望。,"In fact, from what she observed, damaged goods appeared to have soft hearts, loving to help others and hating to disappoint people."
"However many of their ace fighters the Mu Family may have got in the city, they're not going to take on the Palace Guard.","too many cohesive markers, deeply nested syntax",Keep only necessary markers. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""However many of their ace fighters the Mu Family may have got in the city, they're not going to take on the Palace Guard.""
Suggested fixes: Keep only necessary markers. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999998,沐王府的高手再多，总敌不过大内侍卫。,"However many ace fighters the Mu Family may have in the city, they won't take on the Palace Guard."
"Words like this seemed to please her, although she never agreed with what I said out loud.","low lexical variety, too many pronouns",Vary wording slightly. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Words like this seemed to please her, although she never agreed with what I said out loud.""
Suggested fixes: Vary wording slightly. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.997211322,这些话她好像很听得进去，但是从不附合。,"Words like these seemed to delight her, although she never explicitly expressed agreement with my statements."
"After a while, the security comrades came to talk to me, telling me about the big denouncement meeting they were going to hold.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""After a while, the security comrades came to talk to me, telling me about the big denouncement meeting they were going to hold.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,后来人保组的同志找我商量，说是要开个大的批斗会。,"After a while, the security guards came to speak with me, informing me about the upcoming denunciation meeting they were planning to hold."
"One day, the security platoon commander asked Ye to come to the gatehouse at the entrance to the base.","too passive, low lexical variety",Prefer active if natural. Vary wording slightly.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""One day, the security platoon commander asked Ye to come to the gatehouse at the entrance to the base.""
Suggested fixes: Prefer active if natural. Vary wording slightly.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,这天，警卫排排长叫叶文洁到门岗去一趟。,The security platoon commander requested Ye to report to the gatehouse at the entrance to the base.
"There are a lot of them around in the Capital right now, and though it's to assassinate the Little Traitor that they're here, now that we've killed one of their people and they've kidnapped Brother Xu, you can be sure they're keeping a close watch on anywhere in the city where there are Triads.","too long, too many function words",Split long sentences once. Trim filler function words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""There are a lot of them around in the Capital right now, and though it's to assassinate the Little Traitor that they're here, now that we've killed one of their people and they've kidnapped Brother Xu, you can be sure they're keeping a close watch on anywhere in the city where there are Triads.""
Suggested fixes: Split long sentences once. Trim filler function words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,这次沐家来到京城的着实不少，虽说是为了杀小汉奸吴应熊，但咱们杀了他们的人，徐大哥又给他们拿了去，这会儿咱们天地会每一处落脚之地，一定能给他们钉得紧紧的。,"There are many of them in the Capital right now, and though it's to assassinate the Little Traitor that they're here, now that we've killed one of their people and they've kidnapped Brother Xu, you can be sure they're keeping a close watch on any location in the city where Triads are known to operate."""
She noticed the glow emitting from the electric lamp and the rippling shadows of the lotus-shaped lampshade projecting onto the three walls of the set.,"too long, punctuation heavy",Split long sentences once. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""She noticed the glow emitting from the electric lamp and the rippling shadows of the lotus-shaped lampshade projecting onto the three walls of the set.""
Suggested fixes: Split long sentences once. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.902954073,王琦瑶注意到那盏布景里的电灯，发出着真实的光芒，莲花状的灯罩，在三面墙上投下波纹的阴影。,She noticed the glow emitting from the electric lamp and the rippling shadows of the lotus-shaped lampshade projecting onto the three walls of the set.
"Standing in front of the crowd, I didn't do self-criticism but called them names.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Standing in front of the crowd, I didn't do self-criticism but called them names.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999990369,我在前面也不检讨，只是骂。,"Standing before the crowd, I didn't engage in self-criticism but instead called them names."
"'You must find it very dull here on your own every day,' he said.","too many connectives, deeply nested syntax",Cut redundant connectives. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'You must find it very dull here on your own every day,' he said.""
Suggested fixes: Cut redundant connectives. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.947219545,又道：“嫂子天天也闷的很。”,"He said, ""You must find it very dull here on your own every day."""
There was another rumor in the air that she was having an affair with me and this time she wanted me to prove our innocence.,"too many connectives, too many subordinate clauses",Cut redundant connectives. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""There was another rumor in the air that she was having an affair with me and this time she wanted me to prove our innocence.""
Suggested fixes: Cut redundant connectives. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.987000173,原来又有了另一种传闻，说她在和我搞破鞋。 她要我给出我们清白无辜的证明。,"There was another rumor floating around that she was having an affair with me, and this time she wanted me to prove our innocence."
I could have defended myself by saying I didn't have a love affair.,"too much nominalization, too many cohesive markers",Turn nouns back into verbs. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""I could have defended myself by saying I didn't have a love affair.""
Suggested fixes: Turn nouns back into verbs. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999987,我可以辩解说，我没搞破鞋。,I could have defended myself by saying I didn't have an affair.
"With Mrs. Wang gone, the mood that evening was a bit dull.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""With Mrs. Wang gone, the mood that evening was a bit dull.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999196,这天晚上，兴许少了一个人的缘故，显出了沉闷。,"With Mrs. Wang's absence, the mood that evening was a bit duller."
"A current of wind slipped down the mountain without a sound, without a breath, and a sadness in the air filled every space between the sky and the earth.","too passive, punctuation heavy",Prefer active if natural. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""A current of wind slipped down the mountain without a sound, without a breath, and a sadness in the air filled every space between the sky and the earth.""
Suggested fixes: Prefer active if natural. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99999811,山上有一股风，无声无息地吹下去。 天地间充满了悲惨的气氛。,"A current of wind descended the mountain without a sound, without a breath, and a sense of sadness filled every space between the sky and the earth."
"'Little bride, if you let Shan Bianlang touch you, your skin will rot away!'","too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'Little bride, if you let Shan Bianlang touch you, your skin will rot away!'""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,“小娘子，你可不能让单扁郎沾身啊，沾了身，你也烂啦！”,"Little bride, if you let Shan Bianlang touch you, your skin might rot away!"
Doves cooed in the fields.,"too long, too much nominalization",Split long sentences once. Turn nouns back into verbs.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Doves cooed in the fields.""
Suggested fixes: Split long sentences once. Turn nouns back into verbs.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.951562063,高粱地里传来鸽子咕咕咕咕的叫声。,"Doves cooed in the fields, their soft chirping filling the air."
Chen Qingyang and I committed the crime one more time in the hotel.,"too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Chen Qingyang and I committed the crime one more time in the hotel.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,我和陈清扬在饭店里又做了一回案。,Chen Qingyang and I committed the crime again in the hotel.
"Then, when Patience shortly afterwards addressed Zhou Rui's wife as 'Mrs Zhou', she knew that this was no mistress but a very high-class maid.","too passive, punctuation heavy",Prefer active if natural. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Then, when Patience shortly afterwards addressed Zhou Rui's wife as 'Mrs Zhou', she knew that this was no mistress but a very high-class maid.""
Suggested fixes: Prefer active if natural. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,又见平儿赶着周瑞家的叫他“周大娘”，方知不过是个有体面的丫头。,"Then, when Patience addressed Zhou Rui's wife as ""Mrs. Zhou,"" she knew this was no mistress but a very high-class maid."
"Father had taken this path so often that later on, as he suffered in the Japanese cinder pit, its image often flashed before his eyes.","overly dense, too much nominalization",Loosen dense noun phrases. Turn nouns back into verbs.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Father had taken this path so often that later on, as he suffered in the Japanese cinder pit, its image often flashed before his eyes.""
Suggested fixes: Loosen dense noun phrases. Turn nouns back into verbs.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.782545994,父亲常走这条路，后来他在日本炭窑中苦熬岁月时，眼前常常闪过这条路。,Father's frequent footsteps along this path had a tendency to flash before his eyes as he endured the harsh conditions of the Japanese internment camp.
They told me that the military deputy had been transferred someplace else and nobody remembered our affair anymore.,"deeply nested syntax, too many subordinate clauses",Flatten nested clauses. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""They told me that the military deputy had been transferred someplace else and nobody remembered our affair anymore.""
Suggested fixes: Flatten nested clauses. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999192708,他们说，军代表调走了，没人记着我们的事。,They told me the military deputy had been transferred elsewhere and nobody remembered our affair.
"By the time Wu Peizhen got home, her family was already at the dinner table and she had to fib about where she had been.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""By the time Wu Peizhen got home, her family was already at the dinner table and she had to fib about where she had been.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,她回到家里，已经开晚饭了，她还得编个谎搪塞她父母，也是煞费了苦心。,"By the time Wu Peizhen arrived home, her family was already seated at the dinner table, and she had to fabricate where she had been."
"When she was in the public security office, they showed her all kinds of confessions, just to let her know what she couldn't write in her confession.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""When she was in the public security office, they showed her all kinds of confessions, just to let her know what she couldn't write in her confession.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1,在人保组里，人家把各种交待材料拿给她看，就是想让她明白，谁也不这么写交待。,"When she was in the public security office, they showed her various confessions to illustrate what she couldn't write in her own confession."
