col_0,col_1,col_2,col_3,col_4,col_5,col_6,cometkiwi_original,cometkiwi_revised,cometkiwi_improvement
"At the first National Conference on Science, Guo Moruo, president of the Chinese Academy of Sciences, declared that it was the season of rebirth and renewal for China's battered science establishment.","too passive, deeply nested syntax",Prefer active if natural. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""At the first National Conference on Science, Guo Moruo, president of the Chinese Academy of Sciences, declared that it was the season of rebirth and renewal for China's battered science establishment.""
Suggested fixes: Prefer active if natural. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,在第一次全国科学大会上，郭沫若宣布科学的春天到来了。,"At the first National Conference on Science, President Guo Moruo of the Chinese Academy of Sciences declared it was the season of rebirth and renewal for China's battered scientific establishment.",0.6817313432693481,0.6883373260498047,0.006605982780456543
"Then the thing to do is to go somewhere else, isn't it?'","words too long, repetition",Prefer simpler common words. Remove needless repetition.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Then the thing to do is to go somewhere else, isn't it?'""
Suggested fixes: Prefer simpler common words. Remove needless repetition.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999979,还不快去呢！”,"It's then best to go somewhere else, right?",0.4280279278755188,0.4461333155632019,0.018105387687683105
'Just sitting here talking is going to be rather dull.,"punctuation heavy, too many function words",Simplify heavy punctuation. Trim filler function words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'Just sitting here talking is going to be rather dull.""
Suggested fixes: Simplify heavy punctuation. Trim filler function words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999995,怪没意思的。,Just sitting here talking is going to be dull.,0.590578556060791,0.6152304410934448,0.02465188503265381
"Father and Uncle Arhat, rain capes over their shoulders, sat around the shaded lamp listening to the low gurgling of the river.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Father and Uncle Arhat, rain capes over their shoulders, sat around the shaded lamp listening to the low gurgling of the river.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999999,父亲和罗汉大爷披着蓑衣，坐在罩子灯旁，听着河水的低沉呜咽——非常低沉的呜咽。,"Father and Uncle Arhat, with rain capes draped over their shoulders, sat around the shaded lamp, listening to the low gurgle of the river.",0.7041195034980774,0.7503966093063354,0.04627710580825806
I'm wounded!',"too many connectives, too many pronouns",Cut redundant connectives. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""I'm wounded!'""
Suggested fixes: Cut redundant connectives. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99999999,我挂彩啦，我挂彩啦。”,I'm wounded.,0.2911425232887268,0.2728714048862457,-0.01827111840248108
"Shi-yin took the object from him and saw that it was a clear, beautiful jade on one side of which were carved the words 'Magic Jade'.","too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Shi-yin took the object from him and saw that it was a clear, beautiful jade on one side of which were carved the words 'Magic Jade'.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,士隐接了看时，原来是块鲜明美玉，上面字迹分明，镌着“通灵宝玉”四字。,"Shi-yin took the object from him and saw that it was a clear, beautiful jade on one side of which were carved the words ""Magic Jade.""",0.6851316094398499,0.6856862902641296,0.0005546808242797852
"The clasp was in the front, but I reached around to her back.","too many subordinate clauses, too many connectives",Limit excessive subordination. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""The clasp was in the front, but I reached around to her back.""
Suggested fixes: Limit excessive subordination. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.997484109,扣在前面，我把手伸到后面去了。,"The clasp was in the front, but I reached around to her back.",0.6196616888046265,0.6196616888046265,0.0
They didn't return my hunting gun either.,"too many connectives, deeply nested syntax",Cut redundant connectives. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""They didn't return my hunting gun either.""
Suggested fixes: Cut redundant connectives. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999998466,还有我的猎枪，也不肯还我。,They didn't return my gun either.,0.7812578678131104,0.6942397356033325,-0.08701813220977783
They returned his greeting and asked him what he wanted.,"too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""They returned his greeting and asked him what he wanted.""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99999069,那僧道也忙答礼相问。,They greeted him and asked what he wanted.,0.45214739441871643,0.47891348600387573,0.026766091585159302
'Excellent!' said the other.,"too long, too many pronouns",Split long sentences once. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'Excellent!' said the other.""
Suggested fixes: Split long sentences once. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99980914,那僧道：“最妙，最妙！”,Excellent! said the other.,0.5830676555633545,0.6182436943054199,0.03517603874206543
"I saw only two people before my trip, one of whom was Chen Qingyang, who hadn't mentioned it; the other one was our team leader, who also hadn't said anything other than telling me to take a good rest at the thermal springs.","deeply nested syntax, too many cohesive markers",Flatten nested clauses. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""I saw only two people before my trip, one of whom was Chen Qingyang, who hadn't mentioned it; the other one was our team leader, who also hadn't said anything other than telling me to take a good rest at the thermal springs.""
Suggested fixes: Flatten nested clauses. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,在我进山之前，总共就见到了两个人，一个是陈清扬，她没有告诉我这件事。 另一个是我们队长，他也没说起这件事，只叫我去温泉养病。,"I saw only two people before my trip, one of whom was Chen Qingyang, who hadn't mentioned it; the other was our team leader, who also hadn't said anything other than telling me to take a good rest at the thermal springs.",0.7795180082321167,0.7778978943824768,-0.0016201138496398926
"For a long time Jia Rui listened intently, but no one came.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""For a long time Jia Rui listened intently, but no one came.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999213,贾瑞侧耳听着，半日不见人来。,"For a long time, Jia Rui listened intently, but no one came.",0.7850068807601929,0.7943747043609619,0.009367823600769043
"While they interrogated her, I looked out the window—the sky was filled with clouds.","too many cohesive markers, deeply nested syntax",Keep only necessary markers. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""While they interrogated her, I looked out the window—the sky was filled with clouds.""
Suggested fixes: Keep only necessary markers. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,问她时，我往窗外看。 天上有很多云。,"While they interrogated her, I gazed out the window - the sky was filled with clouds.",0.8445940613746643,0.8396650552749634,-0.004929006099700928
"She apologized, suggesting that he go back to disco dancing rather than waste his time with her.","too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""She apologized, suggesting that he go back to disco dancing rather than waste his time with her.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999785,她抱歉道，他还是跳迪斯科去吧，别陪她磨洋工了。,"She actively apologized, suggesting he go back to disco dancing rather than waste his time with her.",0.7081030607223511,0.669662594795227,-0.03844046592712402
"Father could still hear them, but a curtain of blue mist obscured the men themselves.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Father could still hear them, but a curtain of blue mist obscured the men themselves.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.998168457,父亲眼前挂着蓝白色的雾幔，挡住了他的视线，只闻队伍脚步声，不见队伍形和影。,"Father could still hear them, but a blue mist obscured the men themselves, active and present.",0.5953443646430969,0.5350517630577087,-0.060292601585388184
"He was about to boast, but thought better of it.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""He was about to boast, but thought better of it.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.973535618,想要自称自赞一番，终于忍住。,"He was about to brag, but thought better of it.",0.5735427141189575,0.6069771647453308,0.03343445062637329
"This was indeed a brand-new district that greeted everything with an open heart, quite unlike the downtown area, whose convoluted feelings are more difficult to grasp.","too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""This was indeed a brand-new district that greeted everything with an open heart, quite unlike the downtown area, whose convoluted feelings are more difficult to grasp.""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,这真是新区，是坦荡荡的胸襟，不像市区，怀着曲折衷肠，叫人猜不透。,"This brand-new district embraced everything with an open heart, vastly different from the downtown area, where complex emotions were harder to decipher.",0.6803767681121826,0.6485931277275085,-0.03178364038467407
"In fact, from what she observed, damaged goods seemed to have soft hearts, loved to help others and, most of all, hated to disappoint people.","too passive, too long",Prefer active if natural. Split long sentences once.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""In fact, from what she observed, damaged goods seemed to have soft hearts, loved to help others and, most of all, hated to disappoint people.""
Suggested fixes: Prefer active if natural. Split long sentences once.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999905,据她观察，破鞋都很善良，乐于助人，而且最不乐意让人失望。,"In fact, from what she observed, damaged goods appeared to have soft hearts, loving to help others and hating to disappoint people.",0.5986645817756653,0.5927677154541016,-0.005896866321563721
"However many of their ace fighters the Mu Family may have got in the city, they're not going to take on the Palace Guard.","too many cohesive markers, deeply nested syntax",Keep only necessary markers. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""However many of their ace fighters the Mu Family may have got in the city, they're not going to take on the Palace Guard.""
Suggested fixes: Keep only necessary markers. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999998,沐王府的高手再多，总敌不过大内侍卫。,"However many ace fighters the Mu Family may have in the city, they won't take on the Palace Guard.",0.6258516311645508,0.6729763746261597,0.04712474346160889
"Words like this seemed to please her, although she never agreed with what I said out loud.","low lexical variety, too many pronouns",Vary wording slightly. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Words like this seemed to please her, although she never agreed with what I said out loud.""
Suggested fixes: Vary wording slightly. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.997211322,这些话她好像很听得进去，但是从不附合。,"Words like these seemed to delight her, although she never explicitly expressed agreement with my statements.",0.6921955347061157,0.7151025533676147,0.022907018661499023
"After a while, the security comrades came to talk to me, telling me about the big denouncement meeting they were going to hold.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""After a while, the security comrades came to talk to me, telling me about the big denouncement meeting they were going to hold.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,后来人保组的同志找我商量，说是要开个大的批斗会。,"After a while, the security guards came to speak with me, informing me about the upcoming denunciation meeting they were planning to hold.",0.6913660764694214,0.657099187374115,-0.034266889095306396
"One day, the security platoon commander asked Ye to come to the gatehouse at the entrance to the base.","too passive, low lexical variety",Prefer active if natural. Vary wording slightly.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""One day, the security platoon commander asked Ye to come to the gatehouse at the entrance to the base.""
Suggested fixes: Prefer active if natural. Vary wording slightly.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,这天，警卫排排长叫叶文洁到门岗去一趟。,The security platoon commander requested Ye to report to the gatehouse at the entrance to the base.,0.6792848706245422,0.6046090722084045,-0.0746757984161377
"There are a lot of them around in the Capital right now, and though it's to assassinate the Little Traitor that they're here, now that we've killed one of their people and they've kidnapped Brother Xu, you can be sure they're keeping a close watch on anywhere in the city where there are Triads.","too long, too many function words",Split long sentences once. Trim filler function words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""There are a lot of them around in the Capital right now, and though it's to assassinate the Little Traitor that they're here, now that we've killed one of their people and they've kidnapped Brother Xu, you can be sure they're keeping a close watch on anywhere in the city where there are Triads.""
Suggested fixes: Split long sentences once. Trim filler function words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,这次沐家来到京城的着实不少，虽说是为了杀小汉奸吴应熊，但咱们杀了他们的人，徐大哥又给他们拿了去，这会儿咱们天地会每一处落脚之地，一定能给他们钉得紧紧的。,"There are many of them in the Capital right now, and though it's to assassinate the Little Traitor that they're here, now that we've killed one of their people and they've kidnapped Brother Xu, you can be sure they're keeping a close watch on any location in the city where Triads are known to operate.""",0.49058374762535095,0.495937317609787,0.005353569984436035
She noticed the glow emitting from the electric lamp and the rippling shadows of the lotus-shaped lampshade projecting onto the three walls of the set.,"too long, punctuation heavy",Split long sentences once. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""She noticed the glow emitting from the electric lamp and the rippling shadows of the lotus-shaped lampshade projecting onto the three walls of the set.""
Suggested fixes: Split long sentences once. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.902954073,王琦瑶注意到那盏布景里的电灯，发出着真实的光芒，莲花状的灯罩，在三面墙上投下波纹的阴影。,She noticed the glow emitting from the electric lamp and the rippling shadows of the lotus-shaped lampshade projecting onto the three walls of the set.,0.7317990064620972,0.7317990064620972,0.0
"Standing in front of the crowd, I didn't do self-criticism but called them names.","too passive, too many connectives",Prefer active if natural. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Standing in front of the crowd, I didn't do self-criticism but called them names.""
Suggested fixes: Prefer active if natural. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999990369,我在前面也不检讨，只是骂。,"Standing before the crowd, I didn't engage in self-criticism but instead called them names.",0.7276720404624939,0.7703835964202881,0.04271155595779419
"'You must find it very dull here on your own every day,' he said.","too many connectives, deeply nested syntax",Cut redundant connectives. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'You must find it very dull here on your own every day,' he said.""
Suggested fixes: Cut redundant connectives. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.947219545,又道：“嫂子天天也闷的很。”,"He said, ""You must find it very dull here on your own every day.""",0.5358433127403259,0.55596923828125,0.020125925540924072
There was another rumor in the air that she was having an affair with me and this time she wanted me to prove our innocence.,"too many connectives, too many subordinate clauses",Cut redundant connectives. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""There was another rumor in the air that she was having an affair with me and this time she wanted me to prove our innocence.""
Suggested fixes: Cut redundant connectives. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.987000173,原来又有了另一种传闻，说她在和我搞破鞋。 她要我给出我们清白无辜的证明。,"There was another rumor floating around that she was having an affair with me, and this time she wanted me to prove our innocence.",0.7421433925628662,0.7606412172317505,0.018497824668884277
I could have defended myself by saying I didn't have a love affair.,"too much nominalization, too many cohesive markers",Turn nouns back into verbs. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""I could have defended myself by saying I didn't have a love affair.""
Suggested fixes: Turn nouns back into verbs. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999987,我可以辩解说，我没搞破鞋。,I could have defended myself by saying I didn't have an affair.,0.5358780026435852,0.6700330972671509,0.13415509462356567
"With Mrs. Wang gone, the mood that evening was a bit dull.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""With Mrs. Wang gone, the mood that evening was a bit dull.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999196,这天晚上，兴许少了一个人的缘故，显出了沉闷。,"With Mrs. Wang's absence, the mood that evening was a bit duller.",0.6676443815231323,0.6873526573181152,0.01970827579498291
"A current of wind slipped down the mountain without a sound, without a breath, and a sadness in the air filled every space between the sky and the earth.","too passive, punctuation heavy",Prefer active if natural. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""A current of wind slipped down the mountain without a sound, without a breath, and a sadness in the air filled every space between the sky and the earth.""
Suggested fixes: Prefer active if natural. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.99999811,山上有一股风，无声无息地吹下去。 天地间充满了悲惨的气氛。,"A current of wind descended the mountain without a sound, without a breath, and a sense of sadness filled every space between the sky and the earth.",0.7553734183311462,0.7746796607971191,0.0193062424659729
"'Little bride, if you let Shan Bianlang touch you, your skin will rot away!'","too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'Little bride, if you let Shan Bianlang touch you, your skin will rot away!'""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,“小娘子，你可不能让单扁郎沾身啊，沾了身，你也烂啦！”,"Little bride, if you let Shan Bianlang touch you, your skin might rot away!",0.6720174551010132,0.6637080311775208,-0.008309423923492432
Doves cooed in the fields.,"too long, too much nominalization",Split long sentences once. Turn nouns back into verbs.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Doves cooed in the fields.""
Suggested fixes: Split long sentences once. Turn nouns back into verbs.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.951562063,高粱地里传来鸽子咕咕咕咕的叫声。,"Doves cooed in the fields, their soft chirping filling the air.",0.7492389678955078,0.7358818054199219,-0.013357162475585938
